License Serial Number,License Type Name,License Class Code,License Type Code,Agency Zone Office Name,Agency Zone Office Number,County Name (Licensee),Premises Name,Doing Business As (DBA),Actual Address of Premises (Address1),Additional Address Information (Address2),City,State,Zip,License Certificate Number,License Original Issue Date,License Effective Date,License Expiration Date,Latitude,Longitude,Location
2205413,FARM BREWER,106,FD,Albany,2,CHENANGO,BULLTHISTLE BREWING COMPANY LLC,BULLTHISTLE BREWING COMPANY,45 S MAIN ST,,SHERBURNE,NY,13460,912663,2/13/2017,2/1/2019,1/31/2020,42.67216,-75.49599,"(42.67216, -75.49599)"
2155739,FARM WINERY,302,FW,Albany,2,CHENANGO,CAMERON CATES,CAMERON CATES ESTATE,290 HUMPHREY ROAD,,SOUTH NEW BERLIN,NY,13843,919660,9/3/2010,9/1/2019,8/31/2022,42.57999163,-75.42206169,"(42.57999163, -75.42206169)"
2601773,FARM WINERY,302,FW,Albany,2,CHENANGO,BLACK BEAR FARM WINERY INC,,248 COUNTY RD 1,,CHENANGO FORKS,NY,13746,887267,12/13/2001,12/7/2016,11/30/2019,42.26276385,-75.82256445,"(42.26276385, -75.82256445)"
2604487,FARM WINERY,302,FW,Albany,2,CHENANGO,STEVEN MERR,MAGPIE FARMS,1849 HWY 41,,BAINBRIDGE,NY,13733,912741,2/1/2006,2/1/2019,1/31/2022,,,
2212122,"DISTILLER ""B-1""",205,DB,Albany,2,CLINTON,FOUR MAPLES VINEYARD AND WINERY INC,,40 GAMLAW RD,,CHAMPLAIN,NY,12919,999999,6/14/2018,6/14/2018,2/29/2020,44.99583,-73.41969,"(44.99583, -73.41969)"
2200385,FARM BREWER,106,FD,Albany,2,CLINTON,VALCOUR BREWING COMPANY LLC,,49 OHIO AVE,,PLATTSBURGH,NY,12903,911404,12/28/2015,12/13/2018,11/30/2019,44.67848,-73.44225,"(44.67848, -73.44225)"
2202675,FARM BREWER,106,FD,Albany,2,CLINTON,OVAL CRAFT BREWING LLC,,111 OHIO RD,,PLATTSBURGH,NY,12903,913614,4/1/2016,4/1/2019,3/31/2020,44.68319,-73.44735,"(44.68319, -73.44735)"
2202848,"FARM DISTILLER ""D""",207,DD,Albany,2,CLINTON,MURRAY'S FOOLS DISTILLING CO LLC,,2229 RAND HILL RD,,ALTONA,NY,12910,910609,3/28/2016,12/11/2018,2/29/2020,44.80842,-73.67118,"(44.80842, -73.67118)"
2206267,"FARM DISTILLER ""D""",207,DD,Albany,2,CLINTON,MOUNTAIN SPIRIT DISTILLING LLC,,35 FLORIDA ST,,PLATTSBURGH,NY,12903,889009,3/1/2017,3/1/2017,2/28/2020,44.66739,-73.46741,"(44.66739, -73.46741)"
2171856,FARM WINERY,302,FW,Albany,2,CLINTON,COLIN READ & NATALIE PECK,NORTH STAR VINEYARD,1383 NORTH STAR RD,,MOOERS,NY,12958,883996,9/20/2011,9/1/2016,8/31/2019,44.97391497,-73.62827766,"(44.97391497, -73.62827766)"
2202400,FARM WINERY,302,FW,Albany,2,CLINTON,JOY K HERFURTH,OLDE TYME WINE/OLDE TYME WINERY,439 BRANDY BROOK RD,,ELLENBURG CENTER,NY,12934,918647,7/12/2016,7/1/2019,6/30/2022,44.89385,-73.90004,"(44.89385, -73.90004)"
2150593,FARM WINERY,302,FW,Albany,2,CLINTON,MARY G FORTIN & GILLES M FORTIN,AMAZING GRACE VINEYARD & WINERY,9839 ROUTE 9,,CHAZY,NY,12921,913400,3/11/2010,3/1/2019,2/28/2022,44.90176411,-73.43645813,"(44.90176411, -73.43645813)"
2152609,FARM WINERY,302,FW,Albany,2,CLINTON,E L F PROPERTY MANAGEMENT LLC,ELFS FARM & ADIRONDACK CIDER CO,7411 STATE ROUTE 9,MOFFITT RD & HOBBS RD,PLATTSBURGH,NY,12901,918897,8/9/2010,8/1/2019,7/31/2022,44.74334204,-73.42475187,"(44.74334204, -73.42475187)"
2162817,FARM WINERY,302,FW,Albany,2,CLINTON,CHARLES RICHARD LAMOY,HID-IN-PINES VINEYARD,456 SOPER STREET,FLAT ROCK RD & STALEY RD,MORRISONVILLE,NY,12962,913040,2/17/2011,2/1/2019,1/31/2022,44.67253815,-73.58833072,"(44.67253815, -73.58833072)"
2189666,FARM WINERY,302,FW,Albany,2,CLINTON,VESCO RIDGE VINEYARDS LLC,,167 STRATTON HILL RD,,WEST CHAZY,NY,12992,914466,5/2/2013,5/1/2019,4/30/2022,44.8172525,-73.44193152,"(44.8172525, -73.44193152)"
2205165,FARM WINERY,302,FW,Albany,2,CLINTON,FOUR MAPLES VINEYARD AND WINERY INC,,40 GAMLAW RD,,CHAMPLAIN,NY,12919,889093,3/17/2017,3/17/2017,2/29/2020,44.99583,-73.41969,"(44.99583, -73.41969)"
2215044,MICRO BREWER,101,MI,Albany,2,CLINTON,OVAL CRAFT BREWING LLC,,111 OHIO RD,,PLATTSBURGH,NY,12903,999999,4/4/2019,4/4/2019,3/31/2020,0,0,"(0.0, 0.0)"
2004194,MICRO BREWER,101,MI,Albany,2,CLINTON,CHRISTOPHERS RESTAURANT INC,PLATTSBURGH BREWING CO,411 ROUTE 3,,PLATTSBURGH,NY,12901,915171,8/27/2002,6/1/2019,5/31/2020,44.69664649,-73.48904823,"(44.69664649, -73.48904823)"
2198916,MICRO BREWER,101,MI,Albany,2,CLINTON,LIVINGOOD'S RESTAURANT & BREWERY LLC,,697 BEAR SWAMP RD,,PERU,NY,12972,913077,3/31/2015,3/1/2019,2/29/2020,44.57606,-73.51157,"(44.57606, -73.51157)"
2209753,"DISTILLER ""A-1""",206,DA,Albany,2,COLUMBIA,STATE 11 DISTILLERY LLC,OLDE YORK FARM,284 STATE RTE 23,,CLAVERACK,NY,12513,897680,12/19/2017,12/19/2017,11/30/2020,42.22065,-73.71205,"(42.22065, -73.71205)"
2196551,FARM BREWER,106,FD,Albany,2,COLUMBIA,HUDSON VALLEY BEVERAGE CO INC,SLOOP BREWING CO,1065 COUNTY RTE 19,,ELIZAVILLE,NY,12523,913698,4/15/2015,4/1/2019,3/31/2020,0,0,"(0.0, 0.0)"
2194967,FARM BREWER,106,FD,Albany,2,COLUMBIA,CHATHAM BREWING LLC,,59 MAIN ST,,CHATHAM,NY,12037,911511,2/28/2014,2/1/2019,1/31/2020,42.36326985,-73.59542927,"(42.36326985, -73.59542927)"
2199189,FARM BREWER,106,FD,Albany,2,COLUMBIA,ERIK R BELL,OLD KLAVERACK BREWERY,150 THIELMAN RD,,HUDSON,NY,12534,914442,4/16/2015,4/3/2019,3/31/2020,42.22227,-73.68377,"(42.22227, -73.68377)"
2213967,FARM BREWER,106,FD,Albany,2,COLUMBIA,SUBVERSIVE LLC,SUBVERSIVE MALTING & BREWING,253 MILL RD EXT,,GERMANTOWN,NY,12526,908480,11/14/2018,11/14/2018,10/31/2019,42.11121,-73.83177,"(42.11121, -73.83177)"
2210270,FARM BREWER,106,FD,Albany,2,COLUMBIA,FREIGHT YARD BREWING LLC,,59 MAIN ST,,CHATHAM,NY,12037,912778,2/7/2018,2/1/2019,1/31/2020,42.36305,-73.59557,"(42.36305, -73.59557)"
2201828,FARM BREWER,106,FD,Albany,2,COLUMBIA,HUDSON RIVER BREWING LLC,HUDSON BREWING,99 S 3RD ST,,HUDSON,NY,12534,912641,2/3/2016,2/1/2019,1/31/2020,42.25037,-73.79717,"(42.25037, -73.79717)"
2194989,"FARM DISTILLER ""D""",207,DD,Albany,2,COLUMBIA,HUDSON VALLEY DISTILLERS LLC,,1727 RTE 9,,GERMANTOWN,NY,12526,888837,3/6/2014,3/6/2017,2/29/2020,42.08328256,-73.82841137,"(42.08328256, -73.82841137)"
2138293,"FARM DISTILLER ""D""",207,DD,Albany,2,COLUMBIA,HARVEST SPIRITS LLC,,3074 US ROUTE 9,,VALATIE,NY,12184,887587,2/12/2008,2/1/2017,1/31/2020,42.43582839,-73.68693085,"(42.43582839, -73.68693085)"
2209037,"FARM DISTILLER ""D""",207,DD,Albany,2,COLUMBIA,GRAZIN SPIRITS LLC,,170 SCHMIDT RD,,GHENT,NY,12075,897525,11/3/2017,11/3/2017,10/31/2020,42.31476,-73.65324,"(42.31476, -73.65324)"
2178753,"FARM DISTILLER ""D""",207,DD,Albany,2,COLUMBIA,HILLROCK LLC,"HILLROCK SPIRITS, HILLROCK FARM",408 POOLES HILL RD,,ANCRAM,NY,12502,888618,3/6/2012,3/1/2017,2/29/2020,42.02540015,-73.6211903,"(42.02540015, -73.6211903)"
2204071,"FARM DISTILLER ""D""",207,DD,Albany,2,COLUMBIA,STATE 11 DISTILLERY LLC,STATE 11 DISTILLERY,284 STATE RTE 23,,CLAVERACK,NY,12513,915169,7/22/2016,7/1/2019,6/30/2022,42.22065,-73.71205,"(42.22065, -73.71205)"
2197161,FARM WINERY,302,FW,Albany,2,COLUMBIA,PATTY REAGANS BOUDOIR LLC,GREENPOINT CIDERY,4161 RTE 9,,HUDSON,NY,12534,896354,2/2/2015,2/1/2018,1/31/2021,42.22085,-73.79375,"(42.22085, -73.79375)"
2211674,FARM WINERY,302,FW,Albany,2,COLUMBIA,"CHATHAM BERRY FARM LLC, THE",,288 RTE 21B,,VALATIE,NY,12184,898418,7/24/2018,7/24/2018,6/30/2021,42.37526,-73.63693,"(42.37526, -73.63693)"
2194179,FARM WINERY,302,FW,Albany,2,COLUMBIA,DYLSON INC,HUDSON CHATHAM WINERY,1900 STATE RTE 66,,GHENT,NY,12075,886813,12/13/2013,12/1/2016,11/30/2019,42.31078257,-73.64109513,"(42.31078257, -73.64109513)"
2135410,FARM WINERY,302,FW,Albany,2,COLUMBIA,WALLACE RAYMOND TOUSEY,TOUSEY WINERY,1774 RT 9,,GERMANTOWN,NY,12526,913512,3/28/2008,3/1/2019,2/28/2022,,,
2192502,MICRO BREWER,101,MI,Albany,2,COLUMBIA,CHATHAM BREWING LLC,,59 MAIN ST,,CHATHAM,NY,12037,911652,12/5/2013,1/1/2019,12/31/2019,42.36326985,-73.59542927,"(42.36326985, -73.59542927)"
2201404,MICRO BREWER,101,MI,Albany,2,COLUMBIA,SUAREZ FAMILY LLC,SUAREZ FAMILY BREWERY,2278 RTE 9,,HUDSON,NY,12534,914761,5/25/2016,5/1/2019,4/30/2020,0,0,"(0.0, 0.0)"
2196549,MICRO BREWER,101,MI,Albany,2,COLUMBIA,HUDSON VALLEY BEVERAGE CO INC,SLOOP BREWING CO,1065 COUNTY RTE 19,,ELIZAVILLE,NY,12523,913697,4/15/2015,4/1/2019,3/31/2020,0,0,"(0.0, 0.0)"
2193245,WINERY,301,DW,Albany,2,COLUMBIA,CLERMONT VINEYARDS & WINERY LLC,,241 COUNTY RTE 6,T/O CLERMONT,GERMANTOWN,NY,12526,891697,8/4/2014,6/5/2017,7/31/2020,42.07962982,-73.89375852,"(42.07962982, -73.89375852)"
2193081,FARM BREWER,106,FD,Albany,2,CORTLAND,CORTLAND BEER COMPANY LLC,CORTLAND BEER COMPANY,16 COURT ST,,CORTLAND,NY,13045,907720,10/24/2013,10/1/2018,9/30/2019,42.59931805,-76.17995693,"(42.59931805, -76.17995693)"
2214792,FARM BREWER,106,FD,Albany,2,CORTLAND,HOMER HOPS OPERATION LLC,HOMER HOPS BREWING,722 RTE 90,,CORTLAND,NY,13045,849478,2/13/2019,2/13/2019,1/31/2020,42.64002,-76.22682,"(42.64002, -76.22682)"
2205115,"FARM DISTILLER ""D""",207,DD,Albany,2,CORTLAND,DRAGONFYRE DISTILLERY LLC,DRAGONFYRE DISTILLERY,1062 LEONARD RD,,MARATHON,NY,13803,919414,9/23/2016,9/1/2019,8/31/2022,42.45792,-75.956917,"(42.45792, -75.956917)"
2202701,"FARM DISTILLER ""D""",207,DD,Albany,2,CORTLAND,CORTLAND BEER COMPANY LLC,CORTLAND DISTILLING COMPANY,16 COURT ST,,CORTLAND,NY,13045,914386,6/16/2016,6/1/2019,5/31/2022,42.59957,-76.17962,"(42.59957, -76.17962)"
2126644,FARM WINERY,302,FW,Albany,2,CORTLAND,CHERRY KNOLL FARM LLC,,3426 HOXIE GORGE RD,,MARATHON,NY,13803,920029,10/26/2005,10/1/2019,9/30/2022,42.5223781,-76.04939564,"(42.5223781, -76.04939564)"
2210558,"DISTILLER ""A-1""",206,DA,Albany,2,DELAWARE,CHERYL AMBER LINS,DELAWARE PHOENIX DISTILLERY,44 WEST ST,STE 7,WALTON,NY,13856,898009,3/8/2018,3/8/2018,1/31/2021,0,0,"(0.0, 0.0)"
2211302,"DISTILLER ""A-1""",206,DA,Albany,2,DELAWARE,CATSKILL PROVISIONS INC,,244 DELAWARE LAKE RD,,LONG EDDY,NY,12760,999999,1/2/2019,1/2/2019,12/31/2021,41.88365,-75.13606,"(41.88365, -75.13606)"
2216884,FARM BREWER,106,FD,Albany,2,DELAWARE,MAC'S BREW TAVERN LLC,,304 SUTHERLAND RD,,EAST MEREDITH,NY,13757,917624,7/11/2019,7/11/2019,6/30/2020,,,
2210526,FARM BREWER,106,FD,Albany,2,DELAWARE,MUDDY RIVER HOPS LLC,MUDDY RIVER FARM BREWERY,15544 COUNTY HWY 23,,UNADILLA,NY,13849,914007,4/10/2018,4/1/2019,3/31/2020,42.313,-75.34155,"(42.313, -75.34155)"
2198871,"FARM DISTILLER ""D""",207,DD,Albany,2,DELAWARE,KERRS CREEK DISTILLERY LLC,"EASY SPEAKER, SILVER MOON, ISHKA",2450 COUNTY HWY 23,AKA 2450-52 COUNTY HWY 23,WALTON,NY,13856,918573,7/1/2015,7/1/2019,6/30/2022,42.22002,-75.14933,"(42.22002, -75.14933)"
2216007,"FARM DISTILLER ""D""",207,DD,Albany,2,DELAWARE,BOVINA SPIRITS LLC,CATBIRD DISTILLING COMPANY,365 COUNTY HWY 5,,BOVINA CENTER,NY,13740,915887,7/15/2019,7/15/2019,6/30/2022,42.26686,-74.77726,"(42.26686, -74.77726)"
2211303,"FARM DISTILLER ""D""",207,DD,Albany,2,DELAWARE,CATSKILL PROVISIONS INC,,244 DELAWARE LAKE RD,,LONG EDDY,NY,12760,999999,1/2/2019,1/2/2019,12/31/2021,41.88365,-75.13606,"(41.88365, -75.13606)"
2199732,"FARM DISTILLER ""D""",207,DD,Albany,2,DELAWARE,UNION GROVE DISTILLERY LLC,,43311 STATE HWY 28,,ARKVILLE,NY,12406,894691,11/12/2015,8/11/2017,10/31/2019,42.14793,-74.61995,"(42.14793, -74.61995)"
2212374,"FARM DISTILLER ""D""",207,DD,Albany,2,DELAWARE,ROCK VALLEY SPIRITS LLC,,1430 JOHN MILK RD,,LONG EDDY,NY,12760,898473,8/2/2018,8/2/2018,7/31/2021,41.90733,-75.09505,"(41.90733, -75.09505)"
2214355,FARM WINERY,302,FW,Albany,2,DELAWARE,GREEN SUN ORCHARD & CIDERY LLC,,7109 COUNTY HWY 27,,TROUT CREEK,NY,13847,910673,1/10/2019,1/10/2019,12/31/2021,,,
2147758,FARM WINERY,302,FW,Albany,2,DELAWARE,RUSSELL BETZ,BLUE SKY FARM,779 CHARCOAL ROAD,OFF FROM ROUTE 23,STAMFORD,NY,12167,915307,6/22/2009,6/1/2019,5/31/2022,42.39593853,-74.56324757,"(42.39593853, -74.56324757)"
2606861,FARM WINERY,302,FW,Albany,2,DELAWARE,EMINENCE ROAD FARM WINERY CORP,EMINENCE ROAD FARM WINERY,3734 EMINENCE ROAD,HILL RD & GARCIA RD,LONG EDDY,NY,12760,913656,4/15/2009,4/1/2019,3/31/2022,41.89889631,-75.04983277,"(41.89889631, -75.04983277)"
2207353,MICRO BREWER,101,MI,Albany,2,DELAWARE,WEAVER HOLLOW FARMHOUSE ALES LLC,WEAVER HOLLOW BREWERY,294 DEPOT ST,,ANDES,NY,13731,910790,11/16/2017,2/26/2019,10/31/2019,42.18726,-74.78921,"(42.18726, -74.78921)"
2210400,"DISTILLER ""A-1""",206,DA,Albany,2,DUTCHESS,MILLBROOK DISTILLERY LLC,MILLBROOK DISTILLERY,78 SINPATCH RD,LISTENING ROCK FARM,WASSAIC,NY,12592,999999,7/16/2019,7/16/2019,6/30/2022,41.78061,-73.56099,"(41.78061, -73.56099)"
2195445,"DISTILLER ""A-1""",206,DA,Albany,2,DUTCHESS,TACONIC DISTILLERY LLC,TACONIC DISTILLERY,215 BOWEN RD,,STANFORDVILLE,NY,12581,888282,4/23/2014,4/1/2017,3/31/2020,0,0,"(0.0, 0.0)"
2195493,"DISTILLER ""A-1""",206,DA,Albany,2,DUTCHESS,DENNINGS POINT DISTILLERY LLC,,10 N CHESTNUT ST,,BEACON,NY,12508,892571,7/15/2014,7/10/2017,6/30/2020,41.50521,-73.96972,"(41.50521, -73.96972)"
2209064,"DISTILLER ""A-1""",206,DA,Albany,2,DUTCHESS,"VALE FOX DISTILLERY LLC, THE",,619 NOXON RD,,POUGHKEEPSIE,NY,12603,999999,10/11/2018,10/11/2018,9/30/2021,41.65042,-73.82787,"(41.65042, -73.82787)"
2214135,"DISTILLER ""C""",204,DC,Albany,2,DUTCHESS,MILEA ESTATE VINEYARD I LLC,MILEA ESTATE VINEYARD,46 RYMPH RD,,STAATSBURG,NY,12580,910647,12/20/2018,12/20/2018,11/30/2021,41.83166,-73.85461,"(41.83166, -73.85461)"
2202216,FARM BREWER,106,FD,Albany,2,DUTCHESS,PBFB NY LLC,PLAN BEE FARM BREWERY,115 UNDERHILL RD,,POUGHKEEPSIE,NY,12603,913871,5/13/2016,5/1/2019,4/30/2020,41.71889,-73.88665,"(41.71889, -73.88665)"
2211172,FARM BREWER,106,FD,Albany,2,DUTCHESS,HUDSON VALLEY BEVERAGE CO INC,SLOOP BREWING CO,2070 RTE 52,"BLDG 330C, FOOD HUB UNIT 1",HOPEWELL JUNCTION,NY,12533,999999,8/31/2018,8/31/2018,7/31/2021,41.54344,-73.82359,"(41.54344, -73.82359)"
2213206,FARM BREWER,106,FD,Albany,2,DUTCHESS,OBSCURE OSCILLATION BREWING COMPANY LLC,,19 LOWN CT,,POUGHKEEPSIE,NY,12603,915586,4/2/2019,4/2/2019,3/31/2020,41.69332,-73.91563,"(41.69332, -73.91563)"
2206671,FARM BREWER,106,FD,Albany,2,DUTCHESS,OBERCREEK BREWING COMPANY LLC,,59 MARLORVILLE RD,,WAPPINGERS FALLS,NY,12590,918033,7/25/2017,7/1/2019,6/30/2020,41.58751,-73.93263,"(41.58751, -73.93263)"
2210354,FARM BREWER,106,FD,Albany,2,DUTCHESS,COUSINS REVOLUTION ALE WORKS INC,COUSINS REVOLUTION ALE WORKS,1582 RTE 9,,WAPPINGERS FALLS,NY,12590,911408,3/8/2018,1/1/2019,12/31/2019,41.5974,-73.91052,"(41.5974, -73.91052)"
2208708,FARM BREWER,106,FD,Albany,2,DUTCHESS,DUTCHESS ALES LLC,,4280 RTE 22,,WASSAIC,NY,12592,908548,10/2/2017,10/1/2018,9/30/2019,41.807,-73.56242,"(41.807, -73.56242)"
2206228,FARM BREWER,106,FD,Albany,2,DUTCHESS,BROOKLYN FERMENTERY LLC,SVENDALE BREWING CO,127 COOPER RD,,MILLERTON,NY,12546,999999,6/14/2017,12/21/2017,5/31/2020,41.90612,-73.54989,"(41.90612, -73.54989)"
2195437,FARM BREWER,106,FD,Albany,2,DUTCHESS,FROM THE GROUND BREWERY LLC,,245 GUSKI RD,,RED HOOK,NY,12571,919927,8/20/2014,8/1/2019,7/31/2020,42.0463,-73.88421,"(42.0463, -73.88421)"
2214028,FARM BREWER,106,FD,Albany,2,DUTCHESS,KINGS CORNER BREWING COMPANY INC,BLACK SNAKE BREWING COMPANY,148 CREEK RD,,STAATSBURG,NY,12580,910821,12/21/2018,3/12/2019,11/30/2019,41.8628,-73.88001,"(41.8628, -73.88001)"
2195474,"FARM DISTILLER ""D""",207,DD,Albany,2,DUTCHESS,DENNINGS POINT DISTILLERY LLC,,10 N CHESTNUT ST,,BEACON,NY,12508,919247,7/15/2014,7/1/2019,6/30/2022,41.50521,-73.96972,"(41.50521, -73.96972)"
2209065,"FARM DISTILLER ""D""",207,DD,Albany,2,DUTCHESS,"VALE FOX DISTILLERY LLC, THE",,619 NOXON RD,,POUGHKEEPSIE,NY,12603,999999,10/11/2018,10/11/2018,9/30/2021,41.65042,-73.82787,"(41.65042, -73.82787)"
2210401,"FARM DISTILLER ""D""",207,DD,Albany,2,DUTCHESS,MILLBROOK DISTILLERY LLC,MILLBROOK DISTILLERY,78 SINPATCH RD,LISTENING ROCK FARM,WASSAIC,NY,12592,999999,7/16/2019,7/16/2019,6/30/2022,41.78061,-73.56099,"(41.78061, -73.56099)"
2197250,"FARM DISTILLER ""D""",207,DD,Albany,2,DUTCHESS,SHADY KNOLL ORCHARDS & DISTILLERY LLC,,29 BRUSH HILL RD,,MILLBROOK,NY,12545,886126,11/22/2016,11/22/2016,10/31/2019,41.7091,-73.65685,"(41.7091, -73.65685)"
2195446,"FARM DISTILLER ""D""",207,DD,Albany,2,DUTCHESS,TACONIC DISTILLERY LLC,TACONIC DISTILLERY,215 BOWEN RD,,STANFORDVILLE,NY,12581,888281,4/23/2014,4/1/2017,3/31/2020,0,0,"(0.0, 0.0)"
2214272,FARM WINERY,302,FW,Albany,2,DUTCHESS,FISHKILL FARMS LLC,FISHKILL FARMS,9 FISHKILL FARM RD,,HOPEWELL JUNCTION,NY,12533,910977,5/6/2019,5/6/2019,4/30/2022,0,0,"(0.0, 0.0)"
2005161,FARM WINERY,302,FW,Albany,2,DUTCHESS,DUTCHESS WINES LLC,ALISON WINES & VINEYARDS,231 PITCHER LANE,,RED HOOK,NY,12571,884330,,9/8/2016,8/31/2019,,,
2206443,FARM WINERY,302,FW,Albany,2,DUTCHESS,"NORTHERN SPY LLC, THE",ANNANDALE CIDERY; MONTGOMERY PLACE ORCHARDS,8 DAVIS WAY,TOWN OF RED HOOK,ANNANDALE ON HUDSON,NY,12504,894850,9/26/2017,9/26/2017,8/31/2020,0,0,"(0.0, 0.0)"
2005162,FARM WINERY,302,FW,Albany,2,DUTCHESS,ELIZABETH RYAN,BREEZY HILL ORCHARD,828 CENTRE RD,,STAATSBURG,NY,12580,884985,,12/1/2016,11/30/2019,41.8511374,-73.81389458,"(41.8511374, -73.81389458)"
2005159,FARM WINERY,302,FW,Albany,2,DUTCHESS,CLINTON VINEYARDS INC,,450 SCHULTZVILLE ROAD,,CLINTON CORNERS,NY,12514,881380,,10/1/2016,9/30/2019,41.85022468,-73.77952672,"(41.85022468, -73.77952672)"
2210556,FARM WINERY,302,FW,Albany,2,DUTCHESS,MILLBROOK WINERY INC,,26 WING RD,,MILLBROOK,NY,12545,882521,2/9/2018,2/9/2018,1/31/2021,0,0,"(0.0, 0.0)"
2214381,FARM WINERY,302,FW,Albany,2,DUTCHESS,"HUDSON VALLEY CIDER COMPANY LLC, THE",,14 ROSE HILL FARM,,RED HOOK,NY,12571,849444,1/7/2019,1/7/2019,12/31/2021,42.00801,-73.85144,"(42.00801, -73.85144)"
2203575,FARM WINERY,302,FW,Albany,2,DUTCHESS,MILEA ESTATE VINEYARD I LLC,MILEA ESTATE VINEYARD,46 RYMPH RD,,STAATSBURG,NY,12580,914905,6/22/2016,6/1/2019,5/31/2022,41.83166,-73.85461,"(41.83166, -73.85461)"
2005158,FARM WINERY,302,FW,Albany,2,DUTCHESS,CASCADE MT WINERY & REST LLC,CASCADE MOUNTAIN  VINEYARDS,835 CASCADE RD,,AMENIA,NY,12501,883810,6/7/1977,10/1/2016,9/30/2019,0,0,"(0.0, 0.0)"
2210440,FARM WINERY,302,FW,Albany,2,DUTCHESS,CANOE HILL VINEYARD LLC,ELYSABETH VINEYARDS,309 WOODSTOCK RD,,MILLBROOK,NY,12545,898384,7/16/2018,7/16/2018,6/30/2021,41.81796,-73.72568,"(41.81796, -73.72568)"
2199546,MICRO BREWER,101,MI,Albany,2,DUTCHESS,MILL HOUSE HOSPITALITY INC,MILL HOUSE BREWING COMPANY,289 MILL ST,,POUGHKEEPSIE,NY,12601,903029,9/18/2015,9/1/2018,8/31/2019,41.70529,-73.92654,"(41.70529, -73.92654)"
2210527,MICRO BREWER,101,MI,Albany,2,DUTCHESS,HUDSON VALLEY BEVERAGE CO INC,SLOOP BREWING CO,2070 RTE 52,"BLDG 330C, FOOD HUB UNIT 1",HOPEWELL JUNCTION,NY,12533,999999,8/31/2018,8/31/2018,7/31/2021,41.54344,-73.82359,"(41.54344, -73.82359)"
2205721,MICRO BREWER,101,MI,Albany,2,DUTCHESS,DARRAGH PARK ROONEY,DARRAGH STUDIO,40 COUNTRY VIEW RD,,MILLERTON,NY,12546,914656,5/10/2017,5/1/2019,4/30/2020,41.96301,-73.49867,"(41.96301, -73.49867)"
2211414,MICRO BREWER,101,MI,Albany,2,DUTCHESS,HONEST BREWER LLC,KINGS COURT BREWING COMPANY,40 CANNON ST,STE 1,POUGHKEEPSIE,NY,12601,918758,7/23/2018,7/1/2019,6/30/2020,41.70213,-73.92749,"(41.70213, -73.92749)"
2195473,MICRO BREWER,101,MI,Albany,2,DUTCHESS,BLUE COLLAR BREWERY INC,,40 COTTAGE ST,,POUGHKEEPSIE,NY,12601,907671,9/19/2014,9/1/2018,8/31/2019,41.70743,-73.91822,"(41.70743, -73.91822)"
2194689,MICRO BREWER,101,MI,Albany,2,DUTCHESS,2 WAY BREWING COMPANY INC,2 WAY BREWING COMPANY,18 W MAIN ST,STE 1,BEACON,NY,12508,918363,8/21/2014,8/1/2019,7/31/2020,41.50791494,-73.98217429,"(41.50791494, -73.98217429)"
2201900,MICRO BREWER,101,MI,Albany,2,DUTCHESS,HUDSON VALLEY BREWERY LLC,HUDSON VALLEY BREWERY,7 E MAIN ST,,BEACON,NY,12508,901864,9/20/2016,9/1/2018,7/31/2021,41.50171,-73.96315,"(41.50171, -73.96315)"
2203251,MICRO BREWER,101,MI,Albany,2,DUTCHESS,MILL HOUSE HOSPITALITY INC,MILL HOUSE BREWING COMPANY,125 N HAMILTON ST,,POUGHKEEPSIE,NY,12601,915135,5/16/2016,5/2/2019,4/30/2020,41.70969,-73.92021,"(41.70969, -73.92021)"
2200245,RESTAURANT BREWER,210,MR,Albany,2,DUTCHESS,"CULINARY INSTITUTE OF AMERICA, THE",THE BREWERY AT THE CIA,1995 CAMPUS DR,,HYDE PARK,NY,12538,907987,10/21/2015,10/1/2018,9/30/2021,41.74652,-73.93204,"(41.74652, -73.93204)"
2121555,RESTAURANT BREWER,210,MR,Albany,2,DUTCHESS,HYDE PARK BREWING COMPANY INC,HYDE PARK BREWING COMPANY,4076 ALBANY POST ROAD,ST ANDREWS & WEST MARKET,HYDE PARK,NY,12538,913561,3/31/2004,4/1/2019,3/31/2022,41.76928859,-73.93001975,"(41.76928859, -73.93001975)"
2208370,WINERY,301,DW,Albany,2,DUTCHESS,SALT POINT MEADERY LLC,,11 CHARLES ST,WAREHOUSE #3,PLEASANT VALLEY,NY,12569,894832,9/20/2017,9/20/2017,8/31/2020,41.74736,-73.83334,"(41.74736, -73.83334)"
2005122,WINERY,301,DW,Albany,2,DUTCHESS,MILLBROOK WINERY INC,WILLIAMS & SELYEM WINERY,26 WING RD,,MILLBROOK,NY,12545,883894,,9/1/2016,8/31/2019,,,
2005763,WINERY / FARM WINERY RETAIL,305,WA,Albany,2,DUTCHESS,MILLBROOK WINERY INC,WILLIAMS & SELYEM WINERY,26 WING RD,,MILLBROOK,NY,12545,883896,,9/1/2016,8/31/2019,,,
3162015,"DISTILLER ""A-1""",206,DA,Buffalo,3,ERIE,GILDED BUFFALO LLC,,55 CHICAGO ST,STE 110,BUFFALO,NY,14204,999999,6/7/2019,6/7/2019,5/31/2022,42.86996,-78.86867,"(42.86996, -78.86867)"
